SCORES_TXT_BEGIN_0 0 15 9 BLEU
10 10 9 9 8 8 7 7 10 
9 10 7 9 5 8 3 7 10 
9 10 7 9 5 8 3 7 10 
9 10 7 9 5 8 3 7 10 
9 10 7 9 5 8 3 7 10 
10 11 8 10 6 9 4 8 10 
9 10 7 9 5 8 3 7 10 
9 13 6 12 4 11 3 10 10 
9 10 7 9 5 8 3 7 10 
9 9 7 8 5 7 3 6 10 
10 11 8 10 6 9 4 8 10 
9 11 6 10 4 9 2 8 10 
10 11 8 10 6 9 4 8 10 
10 11 8 10 6 9 4 8 10 
9 10 8 9 7 8 6 7 10 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 1 30 9 BLEU
8 10 5 9 2 8 1 7 9 
8 8 6 7 4 6 3 5 9 
8 11 5 10 2 9 1 8 9 
7 10 4 9 2 8 1 7 9 
8 9 5 8 2 7 1 6 9 
8 11 6 10 2 9 1 8 9 
8 11 5 10 2 9 1 8 9 
8 10 5 9 2 8 1 7 9 
8 9 5 8 2 7 1 6 9 
8 11 5 10 2 9 1 8 9 
7 8 4 7 2 6 1 5 9 
7 10 4 9 1 8 0 7 9 
7 10 3 9 0 8 0 7 9 
8 9 6 8 2 7 1 6 9 
7 9 4 8 2 7 1 6 9 
8 11 4 10 0 9 0 8 9 
7 10 4 9 1 8 0 7 9 
8 10 5 9 2 8 1 7 9 
8 11 5 10 2 9 1 8 9 
7 12 3 11 0 10 0 9 9 
7 10 4 9 2 8 1 7 9 
8 10 5 9 2 8 1 7 9 
8 10 5 9 2 8 1 7 9 
8 9 6 8 4 7 3 6 9 
7 10 3 9 0 8 0 7 9 
8 11 5 10 2 9 1 8 9 
7 10 3 9 0 8 0 7 9 
7 9 4 8 1 7 0 6 9 
8 11 5 10 2 9 1 8 9 
6 9 2 8 0 7 0 6 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 2 2 9 BLEU
10 12 8 11 6 10 4 9 10 
10 10 9 9 8 8 7 7 10 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 3 7 9 BLEU
12 13 9 12 7 11 6 10 13 
12 13 10 12 8 11 6 10 13 
12 12 10 11 8 10 6 9 13 
13 14 12 13 11 12 10 11 13 
13 13 10 12 8 11 6 10 13 
13 13 12 12 11 11 10 10 13 
11 12 9 11 7 10 6 9 13 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 4 1 9 BLEU
14 15 13 14 12 13 11 12 15 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 5 1 9 BLEU
15 15 14 14 13 13 12 12 18 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 6 54 9 BLEU
8 8 7 7 6 6 5 5 9 
8 10 7 9 6 8 5 7 9 
8 10 6 9 4 8 2 7 9 
8 9 7 8 6 7 5 6 9 
7 7 6 6 5 5 4 4 9 
8 9 7 8 6 7 5 6 9 
8 11 6 10 5 9 4 8 9 
8 10 6 9 4 8 2 7 9 
8 9 6 8 4 7 2 6 9 
8 12 6 11 4 10 2 9 9 
8 11 7 10 6 9 5 8 9 
8 10 6 9 5 8 4 7 9 
8 12 6 11 4 10 2 9 9 
8 9 6 8 5 7 4 6 9 
7 9 6 8 5 7 4 6 9 
7 8 6 7 5 6 4 5 9 
8 9 6 8 5 7 4 6 9 
8 8 6 7 4 6 3 5 9 
7 7 5 6 4 5 3 4 9 
9 9 8 8 7 7 6 6 9 
8 11 6 10 4 9 2 8 9 
8 9 7 8 6 7 5 6 9 
8 9 6 8 5 7 4 6 9 
8 11 6 10 4 9 2 8 9 
8 9 6 8 4 7 2 6 9 
8 11 6 10 4 9 2 8 9 
7 8 5 7 4 6 3 5 9 
8 10 7 9 6 8 5 7 9 
8 9 6 8 4 7 2 6 9 
7 8 5 7 3 6 2 5 9 
8 9 6 8 4 7 2 6 9 
7 8 6 7 5 6 4 5 9 
8 9 6 8 5 7 4 6 9 
8 9 7 8 6 7 5 6 9 
8 9 6 8 5 7 4 6 9 
8 11 7 10 6 9 5 8 9 
8 12 6 11 5 10 4 9 9 
7 8 5 7 3 6 1 5 9 
7 10 5 9 4 8 3 7 9 
7 9 5 8 3 7 2 6 9 
8 9 7 8 5 7 3 6 9 
8 11 6 10 4 9 2 8 9 
8 13 5 12 3 11 2 10 9 
8 11 6 10 4 9 2 8 9 
8 11 5 10 3 9 2 8 9 
8 9 7 8 5 7 3 6 9 
8 10 6 9 4 8 2 7 9 
6 9 4 8 3 7 2 6 9 
7 8 6 7 5 6 4 5 9 
8 13 6 12 4 11 2 10 9 
7 8 5 7 4 6 3 5 9 
7 9 5 8 3 7 2 6 9 
8 9 6 8 5 7 4 6 9 
8 11 7 10 6 9 5 8 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 7 22 9 BLEU
9 9 8 8 7 7 6 6 9 
7 9 6 8 5 7 4 6 9 
9 10 8 9 7 8 6 7 9 
9 10 8 9 7 8 6 7 9 
8 9 6 8 5 7 4 6 9 
7 8 6 7 5 6 4 5 9 
8 9 6 8 5 7 4 6 9 
8 8 7 7 6 6 5 5 9 
8 10 6 9 5 8 4 7 9 
9 10 7 9 5 8 4 7 9 
8 9 6 8 5 7 4 6 9 
9 10 7 9 5 8 3 7 9 
9 10 7 9 5 8 3 7 9 
8 11 6 10 5 9 4 8 9 
7 10 6 9 5 8 4 7 9 
7 13 6 12 5 11 4 10 9 
9 10 8 9 7 8 6 7 9 
7 9 6 8 5 7 4 6 9 
8 10 6 9 5 8 4 7 9 
9 10 7 9 5 8 3 7 9 
8 9 6 8 5 7 4 6 9 
8 10 6 9 5 8 4 7 9 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 8 8 9 BLEU
11 11 10 10 9 9 8 8 11 
10 10 8 9 6 8 5 7 11 
11 12 10 11 9 10 8 9 11 
10 11 9 10 8 9 7 8 11 
10 11 9 10 8 9 7 8 11 
10 11 8 10 6 9 5 8 11 
9 10 7 9 6 8 5 7 11 
11 13 9 12 7 11 5 10 11 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 9 49 9 BLEU
8 10 4 9 1 8 0 7 12 
7 10 3 9 1 8 0 7 12 
8 10 4 9 1 8 0 7 12 
7 10 3 9 1 8 0 7 12 
8 11 4 10 1 9 0 8 12 
7 10 2 9 0 8 0 7 12 
8 12 5 11 3 10 1 9 12 
7 10 3 9 0 8 0 7 12 
7 10 3 9 1 8 0 7 12 
7 10 3 9 0 8 0 7 12 
7 9 2 8 0 7 0 6 12 
7 10 3 9 0 8 0 7 12 
7 10 3 9 0 8 0 7 12 
7 10 3 9 0 8 0 7 12 
7 11 3 10 1 9 0 8 12 
8 11 3 10 0 9 0 8 12 
7 10 3 9 1 8 0 7 12 
7 10 3 9 0 8 0 7 12 
7 11 4 10 1 9 0 8 12 
7 12 2 11 0 10 0 9 12 
7 10 3 9 1 8 0 7 12 
7 12 4 11 3 10 1 9 12 
7 10 3 9 0 8 0 7 12 
7 10 3 9 0 8 0 7 12 
8 12 5 11 3 10 1 9 12 
7 10 4 9 1 8 0 7 12 
6 10 1 9 0 8 0 7 12 
7 12 4 11 2 10 1 9 12 
9 11 4 10 1 9 0 8 12 
6 13 2 12 0 11 0 10 12 
8 12 4 11 1 10 0 9 12 
8 12 4 11 1 10 0 9 12 
6 10 3 9 1 8 0 7 12 
7 12 4 11 3 10 1 9 12 
8 11 4 10 1 9 0 8 12 
7 12 3 11 1 10 0 9 12 
7 11 3 10 1 9 0 8 12 
8 13 5 12 3 11 1 10 12 
8 13 4 12 1 11 0 10 12 
7 10 3 9 0 8 0 7 12 
6 10 3 9 1 8 0 7 12 
6 11 3 10 1 9 0 8 12 
6 11 3 10 1 9 0 8 12 
6 10 2 9 0 8 0 7 12 
7 11 3 10 1 9 0 8 12 
7 9 3 8 1 7 0 6 12 
6 10 2 9 0 8 0 7 12 
7 10 2 9 0 8 0 7 12 
7 8 4 7 1 6 0 5 12 
SCORES_TXT_END_0
SCORES_TXT_BEGIN_0 10 28 9 BLEU
7 9 4 8 1 7 0 6 10 
6 8 4 7 1 6 0 5 10 
7 9 4 8 1 7 0 6 10 
8 9 5 8 1 7 0 6 10 
6 10 4 9 1 8 0 7 10 
6 9 4 8 1 7 0 6 10 
5 8 3 7 1 6 0 5 10 
7 10 4 9 1 8 0 7 10 
6 9 4 8 1 7 0 6 10 
7 10 4 9 1 8 0 7 10 
